0; 0
0,005; 0,00508035
0,01; 0,0108071
0,015; 0,0171734
0,02; 0,0241725
0,025; 0,0317977
0,03; 0,0400423
0,035; 0,0488993
0,04; 0,0583622
0,045; 0,0684242
0,05; 0,0790784
0,055; 0,0903181
0,06; 0,102137
0,065; 0,114527
0,07; 0,127483
0,075; 0,140997
0,08; 0,155063
0,085; 0,169674
0,09; 0,184823
0,095; 0,200503
0,1; 0,216708
0,105; 0,233432
0,11; 0,250666
0,115; 0,268405
0,12; 0,286641
0,125; 0,305368
0,13; 0,324579
0,135; 0,344268
0,14; 0,364427
0,145; 0,38505
0,15; 0,40613
0,155; 0,427661
0,16; 0,449635
0,165; 0,472046
0,17; 0,494887
0,175; 0,518151
0,18; 0,541831
0,185; 0,565922
0,19; 0,590415
0,195; 0,615305
0,2; 0,640584
0,205; 0,666246
0,21; 0,692284
0,215; 0,718691
0,22; 0,74546
0,225; 0,772585
0,23; 0,800059
0,235; 0,827875
0,24; 0,856027
0,245; 0,884507
0,25; 0,913309
0,255; 0,942427
0,26; 0,971852
0,265; 1,00158
0,27; 1,0316
0,275; 1,06191
0,28; 1,0925
0,285; 1,12337
0,29; 1,1545
0,295; 1,1859
0,3; 1,21755
0,305; 1,24944
0,31; 1,28158
0,315; 1,31395
0,32; 1,34655
0,325; 1,37937
0,33; 1,4124
0,335; 1,44564
0,34; 1,47908
0,345; 1,51272
0,35; 1,54654
0,355; 1,58054
0,36; 1,61471
0,365; 1,64905
0,37; 1,68355
0,375; 1,7182
0,38; 1,753
0,385; 1,78793
0,39; 1,823
0,395; 1,8582
0,4; 1,89352
0,405; 1,92894
0,41; 1,96448
0,415; 2,00011
0,42; 2,03583
0,425; 2,07164
0,43; 2,10753
0,435; 2,14349
0,44; 2,17951
0,445; 2,21559
0,45; 2,25173
0,455; 2,28791
0,46; 2,32412
0,465; 2,36037
0,47; 2,39664
0,475; 2,43293
0,48; 2,46923
0,485; 2,50554
0,49; 2,54184
0,495; 2,57814
0,5; 2,61441
0,505; 2,65067
0,51; 2,68689
0,515; 2,72308
0,52; 2,75922
0,525; 2,79532
0,53; 2,83136
0,535; 2,86733
0,54; 2,90324
0,545; 2,93906
0,55; 2,97481
0,555; 3,01046
0,56; 3,04602
0,565; 3,08147
0,57; 3,11681
0,575; 3,15204
0,58; 3,18714
0,585; 3,2221
0,59; 3,25693
0,595; 3,29162
0,6; 3,32616
0,605; 3,36053
0,61; 3,39474
0,615; 3,42879
0,62; 3,46265
0,625; 3,49632
0,63; 3,52981
0,635; 3,5631
0,64; 3,59618
0,645; 3,62905
0,65; 3,6617
0,655; 3,69412
0,66; 3,72631
0,665; 3,75826
0,67; 3,78997
0,675; 3,82142
0,68; 3,85262
0,685; 3,88355
0,69; 3,9142
0,695; 3,94458
0,7; 3,97467
0,705; 4,00446
0,71; 4,03396
0,715; 4,06315
0,72; 4,09202
0,725; 4,12058
0,73; 4,1488
0,735; 4,1767
0,74; 4,20425
0,745; 4,23146
0,75; 4,25831
0,755; 4,2848
0,76; 4,31092
0,765; 4,33667
0,77; 4,36204
0,775; 4,38702
0,78; 4,41161
0,785; 4,43579
0,79; 4,45956
0,795; 4,48293
0,8; 4,50586
0,805; 4,52837
0,81; 4,55045
0,815; 4,57208
0,82; 4,59327
0,825; 4,614
0,83; 4,63426
0,835; 4,65406
0,84; 4,67338
0,845; 4,69222
0,85; 4,71057
0,855; 4,72842
0,86; 4,74577
