0; 0
1; 2
2; 2
3; 0
4; 6
5; 1
6; 1
7; 2
8; 0
9; 1
10; 2
11; 0
12; 1
13; 2
14; 2
15; 3
16; 0
17; 2
18; 1
19; 2
20; 0
21; 1
22; 1
23; 1
24; 1
25; 0
26; 1
27; 0
28; 2
29; 2
30; 4
31; 2
32; 0
33; 2
34; 1
35; 0
36; 0
37; 3
38; 2
39; 3
40; 0
41; 0
42; 1
43; 0
44; 1
45; 2
46; 0
47; 3
48; 1
49; 0
50; 0
51; 0
52; 1
53; 0
54; 1
55; 2
56; 1
57; 1
58; 2
59; 0
60; 1
61; 1
62; 1
63; 0
64; 1
65; 1
66; 1
67; 0
68; 1
69; 1
70; 1
71; 0
72; 1
73; 0
74; 0
75; 0
76; 1
77; 0
78; 0
79; 0
80; 0
81; 1
82; 0
83; 1
84; 1
85; 0
86; 0
87; 0
88; 0
89; 1
90; 2
91; 0
92; 0
93; 0
94; 0
95; 0
96; 0
97; 2
98; 2
99; 0
100; 1
101; 2
102; 1
103; 1
104; 0
105; 1
106; 1
107; 1
108; 0
109; 3
110; 1
111; 0
112; 0
113; 0
114; 0
115; 1
116; 2
117; 0
118; 0
119; 1
120; 0
121; 0
122; 1
123; 1
124; 0
125; 0
126; 0
127; 2
128; 0
129; 0
130; 0
131; 0
132; 0
133; 0
134; 0
135; 3
136; 0
137; 3
138; 0
139; 2
140; 0
141; 0
142; 1
143; 5
144; 0
145; 0
146; 1
147; 0
148; 0
149; 1
150; 0
151; 3
152; 0
153; 0
154; 1
155; 0
156; 0
157; 1
158; 0
159; 0
160; 0
161; 3
162; 0
163; 1
164; 1
165; 0
166; 1
167; 2
168; 1
169; 0
170; 1
171; 1
172; 2
173; 0
174; 0
175; 2
176; 1
177; 1
178; 0
179; 1
180; 2
181; 1
182; 1
183; 0
184; 1
185; 1
186; 0
187; 1
188; 1
189; 1
190; 1
191; 1
192; 0
193; 0
194; 1
195; 0
196; 0
197; 1
198; 1
199; 0
200; 1
201; 0
202; 0
203; 1
204; 0
205; 1
206; 0
207; 0
208; 3
209; 0
210; 0
211; 1
212; 0
213; 0
214; 1
215; 0
216; 0
217; 0
218; 1
219; 0
220; 0
221; 0
222; 1
223; 0
224; 1
225; 0
226; 0
227; 0
228; 0
229; 0
230; 0
231; 0
232; 0
233; 0
234; 1
235; 0
236; 1
237; 0
238; 0
239; 0
240; 0
241; 0
242; 0
243; 0
244; 0
245; 1
246; 0
247; 0
248; 0
249; 0
250; 2
251; 0
252; 0
253; 1
254; 0
255; 1
256; 1
257; 2
258; 1
259; 0
260; 0
261; 2
262; 1
263; 0
264; 1
265; 0
266; 0
267; 0
268; 0
269; 0
270; 2
271; 2
272; 3
273; 0
274; 0
275; 0
276; 0
277; 0
278; 4
279; 0
280; 0
281; 0
282; 0
283; 0
284; 1
285; 1
286; 1
287; 0
288; 2
289; 1
290; 0
291; 1
292; 0
293; 1
294; 0
295; 0
296; 1
297; 0
298; 1
299; 1
300; 1
301; 2
302; 1
303; 0
304; 1
305; 1
306; 0
307; 0
308; 0
309; 0
310; 1
311; 2
312; 0
313; 0
314; 0
315; 0
316; 1
317; 1
318; 1
319; 2
320; 0
321; 1
322; 0
323; 0
324; 0
325; 0
326; 1
327; 0
328; 0
329; 1
330; 1
331; 0
332; 0
333; 1
334; 1
335; 1
336; 0
337; 1
338; 0
339; 1
340; 0
341; 0
342; 0
343; 0
344; 0
345; 0
346; 0
347; 1
348; 0
349; 0
350; 2
351; 1
352; 0
353; 0
354; 0
355; 1
356; 0
357; 2
358; 1
359; 0
360; 1
361; 1
362; 0
363; 0
364; 0
365; 0
366; 0
367; 0
368; 0
369; 0
370; 0
371; 0
372; 1
373; 2
374; 0
375; 0
376; 0
377; 1
378; 0
379; 0
380; 0
381; 1
382; 1
383; 0
384; 0
385; 1
386; 0
387; 0
388; 0
389; 1
390; 1
391; 1
392; 0
393; 3
394; 1
395; 1
396; 0
397; 3
398; 1
399; 1
400; 0
401; 2
402; 1
403; 0
404; 1
405; 0
406; 3
407; 0
408; 3
409; 0
410; 2
411; 2
412; 2
413; 3
414; 1
415; 2
416; 3
417; 1
418; 2
419; 0
420; 1
421; 2
422; 3
423; 1
424; 2
425; 0
426; 0
427; 1
428; 1
429; 1
430; 3
431; 4
432; 0
433; 1
434; 0
435; 0
436; 1
437; 0
438; 3
439; 1
440; 1
441; 1
442; 2
443; 0
444; 0
445; 1
446; 0
447; 0
448; 1
449; 1
450; 1
451; 0
452; 1
453; 1
454; 0
455; 1
456; 1
457; 1
458; 1
459; 2
460; 4
461; 1
462; 0
463; 1
464; 0
465; 1
466; 2
467; 0
468; 0
469; 1
470; 1
471; 3
472; 0
473; 0
474; 3
475; 1
476; 1
477; 1
478; 2
479; 2
480; 0
481; 1
482; 1
483; 2
484; 1
485; 0
486; 1
487; 2
488; 0
489; 1
490; 2
491; 0
492; 3
493; 1
494; 1
495; 2
496; 0
497; 1
498; 1
499; 0
500; 1
501; 0
502; 0
503; 2
504; 0
505; 4
506; 1
507; 2
508; 3
509; 1
510; 1
511; 2
512; 0
513; 3
514; 0
515; 1
516; 0
517; 0
518; 0
519; 0
520; 0
521; 0
522; 2
523; 0
524; 1
525; 0
526; 1
527; 1
528; 0
529; 2
530; 0
531; 0
532; 0
533; 0
534; 0
535; 1
536; 0
537; 0
538; 1
539; 0
540; 1
541; 1
542; 0
543; 0
544; 0
545; 0
546; 0
547; 0
548; 0
549; 1
550; 0
551; 0
552; 0
553; 1
554; 1
555; 1
556; 0
557; 1
558; 0
559; 2
560; 0
561; 2
562; 0
563; 0
564; 0
565; 0
566; 0
567; 0
568; 0
569; 1
570; 0
571; 0
572; 0
573; 1
574; 2
575; 1
576; 1
577; 0
578; 1
579; 0
580; 0
581; 1
582; 0
583; 2
584; 0
585; 0
586; 0
587; 0
588; 0
589; 0
590; 0
591; 0
592; 0
593; 0
594; 0
595; 0
596; 0
597; 0
598; 2
599; 2
600; 0
601; 0
602; 0
603; 1
604; 0
605; 1
606; 0
607; 0
608; 0
609; 1
610; 0
611; 0
612; 0
613; 0
614; 1
615; 0
616; 0
617; 0
618; 1
619; 0
620; 0
621; 1
622; 1
623; 0
624; 2
625; 1
626; 0
627; 1
628; 0
629; 1
630; 2
631; 1
632; 0
633; 0
634; 0
635; 0
636; 0
637; 0
638; 0
639; 5
640; 0
641; 0
642; 1
643; 0
644; 0
645; 0
646; 2
647; 2
648; 0
649; 0
650; 1
651; 0
652; 0
653; 0
654; 0
655; 2
656; 1
657; 1
658; 1
659; 0
660; 0
661; 2
662; 0
663; 0
664; 1
665; 0
666; 0
667; 1
668; 2
669; 1
670; 1
671; 1
672; 0
673; 2
674; 0
675; 1
676; 1
677; 0
678; 1
679; 3
680; 0
681; 2
682; 0
683; 0
684; 1
685; 0
686; 1
687; 0
688; 0
689; 0
690; 1
691; 1
692; 0
693; 0
694; 1
695; 0
696; 2
697; 0
698; 0
699; 0
700; 1
701; 1
702; 1
703; 0
704; 1
705; 0
706; 0
707; 1
708; 1
709; 0
710; 1
711; 1
712; 1
713; 1
714; 0
715; 1
716; 0
717; 1
718; 1
719; 1
720; 0
721; 2
722; 0
723; 0
724; 1
725; 0
726; 0
727; 0
728; 1
729; 0
730; 1
731; 0
732; 1
733; 1
734; 2
735; 0
736; 1
737; 1
738; 0
739; 2
740; 1
741; 0
742; 1
743; 1
744; 0
745; 0
746; 0
747; 0
748; 1
749; 1
750; 0
751; 0
752; 0
753; 3
754; 1
755; 3
756; 0
757; 1
758; 3
759; 0
760; 0
761; 1
762; 0
763; 2
764; 1
765; 1
766; 0
767; 1
768; 2
769; 0
770; 0
771; 0
772; 0
773; 0
774; 1
775; 1
776; 1
777; 1
778; 1
779; 0
780; 0
781; 0
782; 1
783; 1
784; 1
785; 0
786; 0
787; 0
788; 1
789; 1
790; 1
791; 0
792; 2
793; 1
794; 0
795; 0
796; 0
797; 1
798; 0
799; 0
800; 0
801; 1
802; 1
803; 0
804; 0
805; 3
806; 1
807; 1
808; 1
809; 0
810; 1
811; 1
812; 1
813; 2
814; 0
815; 3
816; 0
817; 0
818; 0
819; 1
820; 1
821; 1
822; 1
823; 0
824; 3
825; 1
826; 0
827; 1
828; 1
829; 3
830; 2
831; 1
832; 2
833; 2
834; 0
835; 0
836; 2
837; 0
838; 1
839; 0
840; 1
841; 1
842; 0
843; 1
844; 2
845; 1
846; 1
847; 0
848; 2
849; 1
850; 0
851; 1
852; 0
853; 2
854; 3
855; 1
856; 2
857; 0
858; 0
859; 1
860; 1
861; 1
862; 1
863; 0
864; 1
865; 0
866; 0
867; 1
868; 0
869; 1
870; 0
871; 1
872; 1
873; 0
874; 0
875; 0
876; 0
877; 2
878; 0
879; 1
880; 2
881; 0
882; 0
883; 1
884; 2
885; 2
886; 0
887; 0
888; 1
889; 0
890; 2
891; 0
892; 1
893; 1
894; 1
895; 2
896; 3
897; 1
898; 3
899; 0
900; 3
901; 0
902; 1
903; 0
904; 1
905; 0
906; 1
907; 1
908; 1
909; 1
910; 1
911; 3
912; 2
913; 2
914; 2
915; 1
916; 5
917; 2
918; 2
919; 1
920; 1
921; 3
922; 3
923; 3
924; 4
925; 1
926; 3
927; 3
928; 3
929; 0
930; 3
931; 2
932; 1
933; 2
934; 1
935; 1
936; 6
937; 5
938; 2
939; 0
940; 0
941; 2
942; 0
943; 3
944; 2
945; 1
946; 0
947; 1
948; 0
949; 1
950; 1
951; 2
952; 2
953; 4
954; 3
955; 1
956; 0
957; 1
958; 2
959; 1
960; 1
961; 0
962; 1
963; 1
964; 1
965; 0
966; 1
967; 2
968; 1
969; 3
970; 5
971; 0
972; 1
973; 2
974; 3
975; 1
976; 0
977; 1
978; 4
979; 4
980; 1
981; 1
982; 2
983; 3
984; 2
985; 1
986; 1
987; 1
988; 1
989; 1
990; 2
991; 1
992; 0
993; 0
994; 1
995; 1
996; 1
997; 3
998; 2
999; 0
